Snapshot Minute,Accuracy,Macro F1,Log Loss,Mean Confidence,Correct Prediction Confidence,Wrong Prediction Confidence,Rows
15,0.48,0.47738496071829406,1.3179712585907988,0.45860617493167927,0.46198057196060915,0.4554913469049748,100
30,0.48,0.4848100817728061,1.4690099110916455,0.5000625390744228,0.5449420391813082,0.45863530820652854,100
45,0.53,0.5260607448107448,1.7302035140431642,0.5624552313900378,0.6186376123771539,0.4991006315535027,100
60,0.66,0.6538293524977101,2.052385916637567,0.63870274854151,0.6830244882368194,0.5526664303094393,100
75,0.69,0.668623285220959,2.270119102769229,0.6662127059090143,0.7120787633997862,0.5641237392360063,100
85,0.76,0.7436735778841043,2.290373071825073,0.6886248372878038,0.7259433094033374,0.5704496755886129,100
